id,carat,cut,color,clarity,depth,table,x,y,z,price
165859,0.4,Ideal,F,VVS2,61.2,56.0,4.8,4.77,2.93,1262
36868,0.34,Ideal,H,VVS1,62.5,57.0,4.43,4.4,2.76,995
179943,0.3,Ideal,G,VVS1,62.1,57.0,4.3,4.32,2.68,1013
158881,1.52,Ideal,F,SI2,61.1,55.0,7.44,7.45,4.54,9158
134633,0.32,Ideal,H,SI1,62.7,54.0,4.38,4.37,2.74,576
121408,1.22,Premium,H,SI2,61.2,60.0,6.89,6.81,4.2,5706
157904,0.9,Good,D,SI1,63.5,63.0,6.05,6.1,3.86,3398
129744,0.51,Ideal,D,VS2,61.9,58.0,5.11,5.13,3.18,1915
6744,0.33,Ideal,F,SI1,61.0,56.0,4.47,4.49,2.73,568
165421,0.54,Ideal,D,SI1,61.3,57.0,5.22,5.25,3.21,1654
171101,0.3,Ideal,F,VS1,61.0,54.0,4.33,4.37,2.65,658
174857,0.4,Premium,F,SI1,61.0,61.0,4.77,4.8,2.92,705
37626,2.16,Premium,H,SI1,62.2,57.0,8.24,8.32,5.14,18766
140436,0.9,Good,E,SI2,63.6,61.0,6.14,6.09,3.89,3563
117311,0.34,Ideal,G,VS2,61.9,57.0,4.51,4.47,2.79,765
20101,0.7,Very Good,F,SI1,59.2,59.0,5.75,5.8,3.41,2401
48541,0.4,Ideal,F,VVS2,63.0,55.0,4.69,4.73,2.97,982
99529,1.21,Very Good,H,VS2,62.3,57.0,6.81,6.85,4.27,7190
2870,1.55,Ideal,I,SI1,62.4,60.0,7.34,7.37,4.59,8575
181229,0.3,Ideal,G,VVS1,61.9,57.0,4.27,4.3,2.65,764
69370,1.09,Premium,H,SI1,60.6,61.0,6.72,6.68,4.05,4573
181088,0.71,Premium,D,SI1,61.1,60.0,5.76,5.8,3.53,2721
70193,0.36,Ideal,E,VS2,61.7,56.0,4.6,4.57,2.83,1013
127154,0.54,Good,F,SI1,64.2,58.0,5.09,5.12,3.29,1112
119660,1.5,Very Good,F,SI1,62.9,57.0,7.2,7.26,4.55,10455
177705,0.38,Ideal,F,VS2,61.9,55.0,4.64,4.67,2.88,796
160350,1.51,Premium,G,VS2,61.8,59.0,7.43,7.35,4.57,11848
10807,0.9,Premium,I,VS2,61.9,58.0,6.13,6.06,3.77,3780
6104,1.01,Premium,E,SI2,60.9,58.0,6.51,6.5,3.96,4919
192572,1.55,Very Good,H,VS2,60.1,58.0,7.54,7.56,4.54,10787
49228,0.31,Ideal,E,SI1,63.0,56.0,4.35,4.39,2.75,558
123422,0.51,Premium,E,VS2,62.1,59.0,5.17,5.12,3.2,1676
185810,0.96,Very Good,D,SI2,60.7,57.0,6.44,6.41,3.9,4123
71526,1.03,Ideal,I,SI1,62.1,55.0,6.46,6.42,4.0,4290
92490,0.54,Premium,D,SI1,60.8,58.0,5.25,5.28,3.19,1601
125247,1.51,Very Good,J,VS1,63.5,60.0,7.24,7.28,4.59,8381
57027,0.7,Ideal,E,SI2,62.6,56.0,5.64,5.69,3.54,2258
190990,1.02,Premium,D,SI1,62.1,58.0,6.44,6.49,4.01,6065
134367,0.54,Ideal,E,VS2,62.3,56.0,5.19,5.23,3.25,1839
129380,1.52,Premium,H,SI2,61.9,61.0,7.34,7.31,4.54,8275
149877,1.52,Premium,H,VS2,60.4,58.0,7.45,7.48,4.5,11180
117467,0.32,Ideal,G,VVS2,62.3,54.0,4.38,4.39,2.73,730
3665,1.54,Premium,I,VS1,62.5,58.0,7.37,7.3,4.58,11094
153071,0.31,Ideal,G,VVS1,62.4,53.8,4.34,4.36,2.71,779
143278,0.9,Ideal,H,VS2,61.5,56.0,6.23,6.26,3.83,4276
66829,0.71,Ideal,E,SI1,62.3,55.0,5.74,5.73,3.57,2852
168781,0.31,Ideal,G,VVS2,61.7,56.0,4.32,4.35,2.67,707
104968,0.26,Very Good,F,SI1,61.3,58.0,4.08,4.16,2.53,430
50549,0.91,Very Good,F,SI1,63.3,56.0,6.08,6.11,3.85,3856
151153,0.93,Premium,F,SI1,61.6,59.0,6.3,6.26,3.86,4616
51070,0.3,Ideal,E,VVS1,62.8,57.0,4.26,4.28,2.68,862
50708,0.37,Ideal,E,VS1,61.9,56.0,4.62,4.6,2.85,1069
171474,0.36,Ideal,D,SI1,61.6,54.0,4.57,4.6,2.83,619
40329,0.51,Ideal,H,SI1,62.2,55.0,5.1,5.11,3.18,1170
99176,0.8,Ideal,G,VS2,61.4,55.0,5.99,5.96,3.66,3184
18168,1.08,Premium,H,SI1,62.4,59.0,6.49,6.52,4.06,5209
29275,1.52,Ideal,H,SI1,61.9,57.0,7.32,7.38,4.55,14215
26095,2.09,Premium,J,SI2,61.0,58.0,8.28,8.21,5.04,13119
96320,0.26,Very Good,E,VVS2,62.4,59.0,4.04,4.07,2.53,658
183000,0.43,Ideal,E,VVS1,62.0,57.0,4.83,4.84,3.0,1337
127516,0.31,Ideal,D,VS2,62.5,54.0,4.34,4.36,2.72,487
30245,0.3,Ideal,E,VS1,62.1,56.0,4.31,4.34,2.69,616
191189,0.9,Very Good,F,VS2,62.2,56.0,6.14,6.09,3.82,4267
25392,0.5,Premium,F,VS1,61.7,58.0,5.09,5.12,3.14,1838
156685,1.01,Very Good,F,SI2,63.7,59.0,6.35,6.31,4.03,3597
103021,0.71,Ideal,D,VS1,62.2,57.0,5.66,5.76,3.55,3832
173844,0.52,Ideal,G,VVS2,61.5,56.0,5.15,5.18,3.18,1799
157683,1.07,Premium,H,SI1,62.6,58.0,6.55,6.5,4.09,4784
103725,1.02,Premium,G,VVS2,61.6,59.0,6.42,6.47,3.96,7231
145602,1.51,Very Good,E,SI1,61.0,61.0,7.39,7.44,4.52,11119
51455,1.17,Premium,H,SI1,62.4,58.0,6.7,6.73,4.2,5602
171264,0.77,Very Good,F,VS2,62.3,60.0,5.81,5.85,3.64,3206
152273,0.72,Very Good,H,VS2,61.2,56.0,5.77,5.82,3.55,2373
157218,1.19,Ideal,E,SI1,60.8,58.0,6.84,6.86,4.16,6937
51482,0.33,Ideal,H,VS2,61.9,55.0,4.46,4.48,2.76,492
15460,1.53,Ideal,G,SI2,62.3,54.0,7.36,7.42,4.61,10933
93686,1.5,Ideal,F,SI2,61.9,56.0,7.33,7.36,4.55,9408
153721,1.08,Premium,F,SI2,62.6,57.0,6.55,6.5,4.08,4397
156668,0.57,Ideal,G,SI1,62.3,55.0,5.31,5.37,3.32,1395
87769,0.3,Ideal,H,VVS2,61.3,56.0,4.36,4.41,2.69,581
96029,0.53,Ideal,E,VS2,61.5,56.0,5.24,5.22,3.22,1813
147946,1.02,Very Good,D,SI2,63.1,59.0,6.36,6.41,4.04,5050
188903,0.41,Ideal,F,VVS2,62.5,57.0,4.72,4.79,2.97,1197
188026,0.34,Premium,F,VS1,59.2,58.0,4.58,4.55,2.71,1085
59878,1.01,Premium,D,SI1,60.6,58.0,6.55,6.51,3.95,5604
97314,0.78,Ideal,G,SI1,61.7,56.0,5.92,5.95,3.67,2901
151778,0.41,Ideal,F,VS1,61.4,55.0,4.81,4.8,2.95,1007
168160,1.2,Premium,H,SI1,61.3,59.0,6.88,6.82,4.2,5839
107474,0.31,Ideal,G,VS2,62.2,56.0,4.34,4.35,2.7,672
110988,0.55,Ideal,F,SI2,62.0,55.0,5.27,5.24,3.27,1155
71172,0.5,Very Good,D,SI1,61.9,58.0,5.06,5.1,3.13,1267
110421,0.3,Ideal,H,VVS1,61.8,57.0,4.27,4.32,2.66,684
55516,0.34,Ideal,E,VS1,61.4,56.0,4.51,4.53,2.78,1084
117585,0.31,Ideal,H,SI2,61.9,54.0,4.36,4.38,2.71,452
107225,0.72,Ideal,D,VS1,61.6,57.0,5.76,5.79,3.56,3792
1710,0.34,Ideal,J,VS1,61.7,57.0,4.44,4.47,2.75,537
14576,0.3,Ideal,J,VVS2,61.5,57.0,4.28,4.31,2.64,501
92091,1.0,Premium,G,VS2,61.0,61.0,6.45,6.48,3.94,6416
43424,1.01,Premium,H,SI2,61.2,58.0,6.44,6.41,3.93,3790
74230,1.07,Ideal,H,VS2,61.2,57.0,6.59,6.62,4.04,5855
27411,1.5,Ideal,H,VS1,62.6,55.0,7.33,7.35,4.58,11113
132398,0.35,Premium,G,SI1,61.4,58.0,4.54,4.59,2.8,522
87030,0.73,Ideal,G,VVS2,62.2,56.0,5.74,5.8,3.59,3310
144248,0.72,Ideal,E,VS2,60.3,57.0,5.84,5.81,3.51,2923
67633,0.7,Very Good,F,SI2,63.3,58.0,5.62,5.65,3.56,1920
12143,0.23,Very Good,E,VVS1,61.2,59.0,3.95,3.98,2.43,499
21239,0.92,Very Good,F,SI1,62.4,55.0,6.21,6.25,3.89,3689
86731,2.07,Very Good,I,SI1,63.2,56.0,8.15,8.21,5.15,16187
186741,1.2,Ideal,J,VS1,61.7,57.0,6.82,6.87,4.22,5321
102115,0.9,Good,E,SI1,62.8,61.0,6.09,6.11,3.83,3400
9626,0.34,Ideal,D,SI1,61.8,55.0,4.5,4.53,2.79,626
103778,0.74,Premium,H,IF,62.4,60.0,5.79,5.75,3.6,3354
73819,0.93,Premium,G,SI1,60.4,59.0,6.4,6.34,3.84,4740
188158,0.9,Very Good,E,SI1,62.0,60.0,6.1,6.14,3.78,4094
105222,0.77,Very Good,E,VS2,60.6,59.0,5.85,5.94,3.59,4123
27228,0.3,Ideal,G,VS1,60.7,57.0,4.33,4.37,2.64,605
125796,0.41,Ideal,G,VS2,62.7,56.0,4.73,4.77,2.98,827
86667,1.2,Ideal,H,VS1,62.4,57.0,6.78,6.74,4.21,5082
31698,0.38,Ideal,D,VVS2,60.3,58.0,4.74,4.76,2.86,1074
121736,0.3,Good,J,SI1,63.5,55.0,4.27,4.29,2.72,351
79140,0.81,Premium,D,VS2,61.3,59.0,6.02,5.96,3.67,3787
47904,1.6,Ideal,H,SI1,62.4,56.0,7.53,7.48,4.69,10550
140182,0.31,Ideal,G,VVS1,61.7,55.0,4.34,4.36,2.68,542
44534,0.41,Ideal,G,VS2,61.6,57.0,4.79,4.76,2.94,1061
40089,0.52,Very Good,E,VS2,62.1,59.0,5.09,5.12,3.17,1576
158695,0.77,Ideal,G,VS1,62.6,56.0,5.85,5.91,3.68,3545
149870,1.01,Premium,E,SI2,61.9,59.0,6.38,6.44,3.97,4299
77080,1.03,Ideal,G,VS1,61.8,56.0,6.54,6.52,4.03,7211
46558,0.7,Ideal,F,SI1,62.0,56.0,5.73,5.71,3.54,2749
22635,0.4,Premium,G,VVS1,62.1,59.0,4.7,4.74,2.93,960
113438,1.7,Fair,D,SI2,60.4,66.0,7.56,7.63,4.59,11477
174635,0.4,Premium,D,VVS2,61.4,58.0,4.76,4.79,2.93,1262
191535,0.3,Ideal,H,VS2,61.7,57.0,4.27,4.28,2.64,508
102495,1.27,Premium,G,SI1,62.2,58.0,6.89,6.93,4.29,6495
156412,0.76,Premium,F,SI1,62.5,58.0,5.82,5.86,3.65,2631
89413,1.57,Premium,H,VS1,61.2,59.0,7.48,7.5,4.59,12686
187726,2.0,Very Good,J,SI1,63.1,56.0,8.03,7.99,5.04,14220
135030,1.2,Ideal,I,SI2,62.0,57.0,6.78,6.82,4.21,4720
171631,1.21,Very Good,H,SI2,60.3,58.0,6.97,7.02,4.21,5598
186943,0.57,Very Good,F,VS1,61.5,57.0,5.34,5.37,3.29,2093
21275,1.01,Premium,H,SI2,62.1,60.0,6.36,6.32,3.94,3991
77239,0.9,Premium,F,SI1,62.0,59.0,6.26,6.24,3.87,4062
158728,0.44,Ideal,G,IF,61.9,55.0,4.89,4.91,3.03,1394
82883,0.6,Ideal,G,VS1,61.6,57.0,5.45,5.42,3.33,1920
108245,0.56,Ideal,G,VVS1,62.0,57.0,5.29,5.3,3.28,2153
84385,0.3,Ideal,F,VVS1,60.2,57.0,4.36,4.39,2.63,914
144811,0.73,Very Good,G,VVS2,59.2,59.0,5.87,5.94,3.49,3349
186774,0.51,Ideal,G,VS1,62.4,55.0,5.11,5.13,3.19,1656
79263,0.23,Ideal,F,VVS2,61.9,56.0,3.94,3.96,2.45,530
46609,0.9,Very Good,H,VS1,61.9,59.0,6.12,6.2,3.82,4309
84775,0.41,Ideal,E,VS1,62.4,57.0,4.74,4.76,2.97,1016
141768,0.31,Ideal,D,VS1,62.1,55.0,4.35,4.32,2.69,979
30497,1.23,Ideal,H,I1,62.0,54.0,6.84,6.88,4.26,4578
83666,2.02,Ideal,H,SI2,61.6,54.0,8.11,8.18,5.02,18198
64067,1.2,Ideal,F,VS2,61.4,57.0,6.83,6.87,4.2,9002
8339,1.01,Good,E,SI1,63.1,64.0,6.37,6.3,3.99,5002
42102,0.9,Ideal,E,SI2,60.3,57.0,6.27,6.35,3.81,4353
93264,2.01,Very Good,G,SI1,59.0,58.0,8.15,8.21,4.87,16358
165000,0.93,Very Good,F,SI2,62.3,57.0,6.33,6.37,3.95,3772
84042,0.9,Premium,H,SI1,61.3,61.0,6.13,6.07,3.74,3311
166219,0.53,Very Good,E,SI1,61.8,57.0,5.18,5.21,3.2,1320
129072,2.01,Good,I,SI2,63.6,60.0,8.07,8.01,5.08,14242
104759,0.32,Ideal,E,VS2,61.8,55.0,4.42,4.44,2.74,912
49182,0.31,Very Good,I,SI1,63.0,57.0,4.34,4.38,2.74,523
48733,1.01,Very Good,H,SI1,60.3,63.0,6.35,6.41,3.84,4568
56219,1.59,Ideal,J,VS1,61.0,57.0,7.52,7.57,4.59,8549
149583,1.01,Ideal,I,SI1,62.4,57.0,6.39,6.42,4.0,4327
184703,1.0,Premium,G,SI2,61.8,61.0,6.41,6.34,3.94,3994
131878,0.71,Ideal,D,SI2,62.1,57.0,5.7,5.73,3.55,2482
103604,2.01,Premium,I,SI2,61.9,61.0,8.07,8.0,4.98,11322
25169,0.85,Good,H,SI2,63.1,58.0,6.01,6.09,3.78,2184
95607,0.43,Premium,D,SI1,60.6,60.0,4.83,4.79,2.92,1022
883,0.3,Ideal,G,VVS2,61.1,56.0,4.32,4.35,2.65,508
131317,0.52,Premium,F,SI1,60.5,58.0,5.22,5.19,3.14,1192
98856,0.4,Good,E,VS2,63.2,56.0,4.68,4.71,2.97,808
35411,1.01,Premium,H,VS2,62.4,58.0,6.43,6.31,3.98,5013
22822,0.7,Fair,E,SI2,64.4,61.0,5.63,5.56,3.61,2164
159924,1.53,Ideal,H,VS2,59.9,59.0,7.53,7.51,4.5,12423
166357,0.5,Very Good,E,SI1,61.9,61.0,5.06,5.09,3.14,1358
121995,0.31,Good,H,VS2,63.5,57.0,4.3,4.34,2.75,489
122173,0.35,Ideal,D,VS2,61.6,56.0,4.5,4.54,2.78,1063
4676,0.36,Ideal,D,VS1,62.5,57.0,4.57,4.52,2.84,1094
126100,0.7,Very Good,G,SI1,62.7,56.0,5.63,5.66,3.54,2249
40390,0.7,Ideal,D,VVS1,62.9,56.0,5.66,5.69,3.57,3941
6262,1.0,Ideal,H,SI1,61.6,56.0,6.39,6.43,3.95,3696
149384,0.73,Ideal,G,SI2,62.0,56.0,5.75,5.78,3.58,2163
167887,0.9,Good,G,VS1,61.2,61.0,6.15,6.19,3.77,4540
161382,0.8,Ideal,D,SI1,61.9,57.0,5.93,5.98,3.69,3487
25581,0.42,Premium,E,VS1,61.9,59.0,4.79,4.82,2.97,1372
123612,0.34,Ideal,E,SI2,61.4,55.0,4.49,4.53,2.77,454
178278,1.51,Ideal,G,VVS2,62.0,58.0,7.29,7.25,4.51,17153
168539,0.34,Ideal,F,VS1,61.9,56.0,4.46,4.48,2.77,712
107376,0.31,Ideal,E,VS2,61.5,56.0,4.36,4.34,2.67,872
104245,0.53,Ideal,F,VS1,60.0,57.0,5.27,5.26,3.16,2070
115889,0.31,Ideal,E,VVS2,62.4,54.0,4.33,4.36,2.71,739
43545,0.4,Premium,H,IF,60.0,58.0,4.79,4.82,2.88,1031
39044,1.4,Premium,H,SI2,61.7,59.0,7.16,7.11,4.38,6321
176763,0.9,Very Good,E,SI2,61.7,59.0,6.19,6.23,3.84,3803
48866,0.72,Premium,I,SI1,62.1,60.0,5.69,5.67,3.53,1779
170589,0.9,Very Good,G,VS2,63.0,59.0,6.07,6.15,3.86,4386
149372,0.51,Ideal,G,VS1,61.0,56.0,5.13,5.16,3.14,1758
73295,0.4,Very Good,E,VS1,61.0,56.0,4.77,4.82,2.92,1097
182216,0.3,Premium,G,VS1,59.7,60.0,4.39,4.42,2.63,776
74661,0.32,Very Good,F,SI2,63.5,55.0,4.35,4.34,2.76,421
60898,0.56,Premium,D,SI1,61.4,58.0,5.35,5.3,3.27,1819
32398,1.01,Premium,G,VS1,62.5,59.0,6.43,6.38,4.0,7129
165439,0.41,Good,E,SI1,63.6,57.0,4.73,4.76,3.0,803
60404,0.55,Very Good,D,SI2,59.5,60.0,5.3,5.36,3.19,1326
31332,0.23,Good,E,VS1,60.8,65.0,3.92,3.94,2.37,399
99052,1.02,Ideal,D,SI1,62.2,55.0,6.45,6.48,4.02,5998
65086,1.5,Premium,I,SI2,62.7,57.0,7.3,7.35,4.59,8736
43132,0.92,Very Good,H,SI2,63.7,56.0,6.16,6.2,3.93,3128
13263,0.32,Ideal,D,VS2,61.6,57.0,4.43,4.39,2.71,972
151733,1.54,Premium,H,SI1,60.6,59.0,7.47,7.43,4.52,10104
82737,0.36,Premium,G,VVS2,61.2,60.0,4.56,4.53,2.79,932
97139,1.51,Premium,H,SI1,61.2,61.0,7.32,7.27,4.46,9411
72415,0.71,Very Good,D,VS2,60.7,59.0,5.77,5.82,3.51,2843
167006,0.32,Ideal,J,VS2,62.2,57.0,4.32,4.36,2.7,393
39895,0.9,Good,H,SI1,63.9,62.0,6.09,6.06,3.88,3447
50416,0.3,Premium,G,VVS1,61.3,60.0,4.26,4.32,2.63,730
1262,1.52,Ideal,I,SI1,61.2,59.0,7.37,7.31,4.5,7933
10187,1.0,Ideal,H,VS1,61.2,57.0,6.47,6.42,3.95,5342
70988,0.77,Premium,E,SI1,58.8,57.0,5.98,6.02,3.53,2958
49790,0.7,Ideal,E,SI2,61.7,54.0,5.72,5.76,3.54,2292
999,0.38,Very Good,E,SI2,63.4,58.0,4.59,4.61,2.9,596
10445,0.52,Very Good,E,SI1,62.8,56.0,5.09,5.12,3.2,1346
146859,0.9,Good,G,SI1,63.9,65.0,6.1,6.04,3.86,3121
36754,1.01,Good,F,SI2,63.9,56.0,6.37,6.31,4.05,3121
38656,0.71,Ideal,F,VS2,59.4,56.0,5.84,5.81,3.46,3178
23703,0.37,Ideal,D,VS1,60.6,56.0,4.63,4.65,2.81,736
33921,0.58,Very Good,G,VVS2,59.7,63.0,5.37,5.41,3.23,2137
157136,1.03,Ideal,H,VS2,62.5,57.0,6.43,6.46,4.03,5491
139001,0.3,Very Good,J,VVS1,63.5,59.0,4.24,4.21,2.67,450
12352,0.7,Ideal,E,SI2,62.2,56.0,5.68,5.72,3.54,2290
104331,0.3,Very Good,E,VS2,62.5,58.0,4.27,4.3,2.68,622
2662,0.32,Premium,H,VS2,59.6,59.0,4.42,4.45,2.65,648
124393,0.9,Good,G,SI1,60.9,63.0,6.13,6.21,3.76,3734
132839,1.04,Good,H,SI2,63.2,56.0,6.46,6.43,4.06,3864
168522,0.32,Ideal,H,VS2,61.1,56.0,4.41,4.43,2.7,628
40023,0.55,Premium,H,SI1,61.2,56.0,5.25,5.31,3.24,1303
99727,0.38,Ideal,D,VVS2,62.5,57.0,4.61,4.63,2.89,1266
148176,0.46,Ideal,G,SI1,62.2,55.0,4.94,4.97,3.09,1179
68426,0.31,Ideal,G,VVS2,60.9,56.0,4.4,4.43,2.69,787
35815,0.71,Ideal,G,VS2,61.9,55.0,5.72,5.78,3.55,2834
191592,0.9,Very Good,F,SI1,60.9,60.0,6.22,6.26,3.8,3950
160364,0.71,Ideal,E,SI1,61.0,56.0,5.76,5.79,3.53,2712
141361,0.53,Premium,F,SI1,60.8,58.0,5.26,5.24,3.19,1766
140105,0.32,Premium,E,VS2,61.5,58.0,4.41,4.38,2.7,764
9818,1.01,Very Good,G,SI2,61.8,59.0,6.47,6.42,3.98,4509
93994,0.51,Ideal,J,SI2,61.9,57.0,5.13,5.16,3.18,1065
147861,0.31,Ideal,D,VVS2,61.4,55.0,4.37,4.4,2.7,792
151466,0.26,Ideal,E,VVS2,61.7,55.0,4.1,4.11,2.53,738
84452,1.02,Ideal,I,VS1,61.4,54.0,6.5,6.52,4.0,4581
44203,0.51,Very Good,D,VS2,62.9,58.0,5.06,5.08,3.2,1838
143828,1.03,Premium,G,SI1,62.5,60.0,6.49,6.44,4.03,4953
47633,0.42,Premium,E,SI1,61.0,59.0,4.81,4.85,2.95,722
107361,0.33,Premium,E,VS2,61.0,60.0,4.42,4.47,2.72,725
73459,0.31,Ideal,G,IF,61.5,56.0,4.34,4.38,2.68,946
150776,0.7,Very Good,D,SI2,63.4,59.0,5.64,5.66,3.58,2295
68102,0.41,Ideal,E,VS1,62.6,57.0,4.76,4.73,2.97,1000
184631,0.32,Ideal,D,VS2,61.2,56.0,4.44,4.46,2.72,758
166417,0.33,Very Good,I,IF,61.7,57.0,4.4,4.43,2.73,746
76171,1.33,Premium,H,VS2,61.6,60.0,7.06,6.99,4.31,7028
137299,0.32,Good,H,SI1,63.1,56.0,4.35,4.37,2.76,547
106461,2.02,Very Good,H,SI1,61.9,59.0,8.13,8.09,5.01,17160
21346,0.7,Premium,F,VS2,61.6,59.0,5.68,5.73,3.52,2781
4496,0.7,Good,G,SI1,62.2,60.0,5.63,5.65,3.51,2394
147991,0.3,Ideal,F,IF,61.5,55.0,4.31,4.34,2.66,873
56249,0.51,Very Good,D,VS1,61.4,58.0,5.11,5.15,3.15,1769
144410,1.03,Ideal,I,VS2,60.2,59.0,6.54,6.58,3.95,4762
73141,0.53,Ideal,G,VS2,61.6,56.0,5.21,5.19,3.21,1395
50612,0.3,Ideal,H,VS2,62.1,55.0,4.3,4.32,2.68,491
83103,1.01,Ideal,H,SI1,61.5,57.0,6.45,6.38,3.95,4560
192410,0.3,Very Good,D,SI1,60.0,60.0,4.35,4.37,2.61,552
122136,1.2,Ideal,G,IF,61.6,57.0,6.79,6.85,4.2,10696
159201,1.01,Very Good,D,SI2,61.9,58.0,6.45,6.49,4.02,4144
88050,0.32,Very Good,H,VS2,63.3,55.0,4.37,4.34,2.76,573
156662,0.71,Ideal,F,SI1,62.7,57.0,5.7,5.72,3.57,2346
134599,0.9,Good,E,SI2,64.1,62.0,6.01,6.09,3.9,3294
35594,0.36,Ideal,E,VS2,61.9,57.0,4.56,4.59,2.83,745
42990,0.9,Very Good,D,SI1,58.2,63.0,6.35,6.32,3.71,5122
139864,2.1,Premium,G,SI2,62.1,58.0,8.22,8.19,5.08,18359
155545,0.32,Premium,H,VS2,62.2,59.0,4.41,4.37,2.73,505
99724,0.23,Ideal,F,VVS1,60.9,56.0,3.98,4.0,2.43,530
33143,0.53,Ideal,F,VS2,60.0,57.0,5.26,5.3,3.17,1635
113796,0.7,Premium,D,VS2,62.8,61.0,5.63,5.67,3.55,3181
22213,0.3,Ideal,E,VVS1,62.1,55.0,4.31,4.33,2.68,895
144631,0.61,Ideal,H,SI1,60.0,57.0,5.53,5.55,3.33,1592
144673,0.4,Premium,D,SI2,62.1,58.0,4.75,4.72,2.94,855
10086,1.5,Very Good,H,VVS1,63.1,55.0,7.27,7.29,4.59,13043
143302,1.61,Ideal,G,SI1,61.6,54.0,7.59,7.55,4.67,12085
143292,1.01,Very Good,H,SI1,63.3,59.0,6.39,6.31,4.02,4851
8223,0.53,Ideal,E,VS2,62.0,57.0,5.18,5.2,3.21,1814
64382,0.9,Very Good,G,VS1,62.9,59.0,6.12,6.15,3.86,4638
123559,0.76,Premium,F,SI2,59.4,59.0,5.97,6.01,3.56,2501
156302,1.03,Ideal,F,VS2,61.4,56.0,6.47,6.55,3.99,6354
84193,0.3,Ideal,E,VVS2,61.8,54.0,4.3,4.33,2.67,622
58701,0.54,Ideal,F,SI1,60.0,54.0,5.33,5.36,3.21,1385
63494,1.0,Ideal,I,SI1,61.6,57.0,6.38,6.41,3.94,4428
76137,2.06,Ideal,F,SI2,62.0,54.0,8.11,8.19,5.05,18578
7767,0.71,Good,F,SI1,63.3,57.0,5.57,5.61,3.55,2331
38167,1.02,Very Good,F,SI1,63.0,57.0,6.38,6.42,4.04,5032
123576,0.53,Ideal,G,VVS1,62.2,57.0,5.17,5.19,3.23,1976
151239,0.52,Ideal,H,VS1,62.1,54.0,5.19,5.21,3.23,1370
182003,0.23,Ideal,F,VVS1,61.8,55.0,3.9,3.94,2.44,994
126305,1.62,Ideal,H,VS2,61.9,54.0,7.57,7.6,4.69,13325
63058,1.11,Very Good,H,SI1,62.9,57.0,6.62,6.56,4.14,5538
67033,1.27,Ideal,H,SI1,61.8,57.0,6.92,6.94,4.28,7023
134290,0.6,Ideal,D,SI2,60.5,56.0,5.46,5.49,3.32,1436
135061,1.11,Premium,F,SI1,60.7,60.0,6.72,6.68,4.05,5321
175533,0.3,Ideal,D,SI1,61.7,57.0,4.31,4.3,2.66,548
81635,0.31,Very Good,F,VS2,62.8,55.0,4.31,4.34,2.72,604
142821,0.52,Ideal,E,VS1,62.3,57.0,5.12,5.15,3.2,1845
88240,2.03,Ideal,E,SI2,62.0,57.0,8.19,8.08,5.05,17776
13881,0.72,Ideal,G,SI2,62.4,54.0,5.72,5.75,3.57,2058
119683,1.01,Premium,D,VS2,60.4,58.0,6.55,6.51,3.94,7677
127619,1.01,Premium,G,VS1,61.2,59.0,6.42,6.46,3.95,6469
153885,0.41,Ideal,G,VVS2,61.8,56.0,4.81,4.79,2.96,1076
177466,1.06,Ideal,H,VS1,62.1,56.0,6.55,6.51,4.05,6737
76288,0.42,Ideal,F,VVS1,62.0,56.0,4.81,4.84,2.99,1389
136897,0.3,Ideal,H,VS2,62.3,56.0,4.3,4.32,2.68,477
90529,0.7,Ideal,H,SI2,62.5,56.0,5.68,5.66,3.55,2075
117029,0.71,Premium,F,VVS2,58.9,58.0,5.85,5.81,3.44,3395
30197,0.41,Premium,F,VS2,59.7,61.0,4.8,4.84,2.88,863
31605,0.23,Very Good,E,VVS1,61.1,58.0,3.95,3.98,2.42,505
180623,1.33,Premium,H,VS2,60.7,60.0,7.11,7.17,4.32,7503
27310,1.2,Good,G,VS2,63.1,56.0,6.75,6.79,4.28,7741
140242,1.04,Premium,H,SI2,61.3,60.0,6.54,6.61,4.02,4578
57931,1.22,Premium,E,VVS2,61.1,58.0,6.88,6.91,4.21,11516
132291,2.06,Ideal,H,SI2,61.9,57.0,8.16,8.23,5.05,17028
172504,0.9,Very Good,E,VS2,62.7,59.0,6.16,6.19,3.88,4480
58691,0.58,Ideal,H,VS1,61.1,57.0,5.39,5.43,3.3,1632
157965,0.73,Premium,F,SI2,57.5,59.0,5.98,5.92,3.44,2447
130912,0.7,Very Good,H,SI1,62.8,60.0,5.61,5.65,3.55,2095
130665,0.75,Very Good,E,SI1,62.3,57.0,5.79,5.84,3.61,3004
157507,1.51,Very Good,G,SI1,61.1,63.0,7.34,7.3,4.48,9218
187557,0.3,Very Good,G,VVS2,62.9,57.0,4.26,4.29,2.68,684
91092,0.32,Premium,H,SI1,62.2,56.0,4.38,4.34,2.71,591
170674,0.72,Very Good,G,VS1,60.9,58.0,5.78,5.83,3.53,2897
24655,1.11,Very Good,E,SI2,63.3,58.0,6.59,6.53,4.16,4889
111584,0.32,Ideal,H,VS2,61.2,55.0,4.42,4.44,2.7,505
41342,0.46,Ideal,H,SI1,61.9,54.0,4.97,5.0,3.08,810
47635,2.03,Premium,H,VS2,62.2,61.0,8.02,8.1,5.03,17889
31609,0.33,Very Good,E,SI1,62.2,59.0,4.4,4.43,2.75,579
62499,0.24,Very Good,E,VVS1,63.8,53.0,3.93,3.95,2.51,485
